Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 22918ms | tok/sec: 22,876 | mfu: 0.6% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854702 | lrm: 1.00 | dt: 306ms | tok/sec: 1,710,675 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442315 | lrm: 1.00 | dt: 310ms | tok/sec: 1,689,578 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971713 | lrm: 1.00 | dt: 356ms | tok/sec: 1,472,961 | mfu: 35.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578771 | lrm: 1.00 | dt: 373ms | tok/sec: 1,406,540 | mfu: 34.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248857 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,062 | mfu: 38.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.998090 | lrm: 1.00 | dt: 351ms | tok/sec: 1,494,288 | mfu: 36.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787108 | lrm: 1.00 | dt: 338ms | tok/sec: 1,552,617 | mfu: 37.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.607025 | lrm: 1.00 | dt: 313ms | tok/sec: 1,674,638 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.455187 | lrm: 1.00 | dt: 343ms | tok/sec: 1,530,737 | mfu: 37.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.325422 | lrm: 1.00 | dt: 315ms | tok/sec: 1,664,791 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.217121 | lrm: 1.00 | dt: 342ms | tok/sec: 1,532,781 | mfu: 37.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.120771 | lrm: 1.00 | dt: 317ms | tok/sec: 1,655,852 | mfu: 40.0% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.034944 | lrm: 1.00 | dt: 345ms | tok/sec: 1,520,015 | mfu: 36.7% | epoch: 1 | remaining: 299s    
step 00772 (83.2%) | loss: 2.853331 | lrm: 0.34 | dt: 326ms | tok/sec: 1,609,031 | mfu: 38.9% | epoch: 1 | remaining: 50s    
step 00773 (83.3%) | loss: 2.853584 | lrm: 0.33 | dt: 326ms | tok/sec: 1,606,396 | mfu: 38.8% | epoch: 1 | remaining: 50s    
step 00774 (83.4%) | loss: 2.848284 | lrm: 0.33 | dt: 321ms | tok/sec: 1,634,186 | mfu: 39.5% | epoch: 1 | remaining: 49s    
step 00775 (83.5%) | loss: 2.851885 | lrm: 0.33 | dt: 321ms | tok/sec: 1,634,435 | mfu: 39.5% | epoch: 1 | remaining: 49s    
step 00776 (83.6%) | loss: 2.853227 | lrm: 0.33 | dt: 322ms | tok/sec: 1,629,379 | mfu: 39.4% | epoch: 1 | remaining: 49s    
step 00777 (83.7%) | loss: 2.853247 | lrm: 0.33 | dt: 319ms | tok/sec: 1,643,941 | mfu: 39.7% | epoch: 1 | remaining: 48s    
step 00778 (83.8%) | loss: 2.850500 | lrm: 0.32 | dt: 340ms | tok/sec: 1,540,709 | mfu: 37.2% | epoch: 1 | remaining: 48s    
step 00779 (83.9%) | loss: 2.851902 | lrm: 0.32 | dt: 330ms | tok/sec: 1,591,060 | mfu: 38.4% | epoch: 1 | remaining: 48s    
step 00780 (84.1%) | loss: 2.848810 | lrm: 0.32 | dt: 322ms | tok/sec: 1,627,559 | mfu: 39.3% | epoch: 1 | remaining: 48s    
step 00781 (84.2%) | loss: 2.847223 | lrm: 0.32 | dt: 329ms | tok/sec: 1,594,295 | mfu: 38.5% | epoch: 1 | remaining: 47s    
step 00782 (84.3%) | loss: 2.850845 | lrm: 0.31 | dt: 319ms | tok/sec: 1,645,652 | mfu: 39.8% | epoch: 1 | remaining: 47s    
step 00783 (84.4%) | loss: 2.850136 | lrm: 0.31 | dt: 318ms | tok/sec: 1,649,683 | mfu: 39.9% | epoch: 1 | remaining: 47s    
step 00784 (84.5%) | loss: 2.850057 | lrm: 0.31 | dt: 326ms | tok/sec: 1,607,527 | mfu: 38.8% | epoch: 1 | remaining: 46s    
step 00785 (84.6%) | loss: 2.848445 | lrm: 0.31 | dt: 323ms | tok/sec: 1,623,843 | mfu: 39.2% | epoch: 1 | remaining: 46s    
step 00786 (84.7%) | loss: 2.846143 | lrm: 0.31 | dt: 320ms | tok/sec: 1,639,469 | mfu: 39.6% | epoch: 1 | remaining: 46s    
step 00787 (84.8%) | loss: 2.846454 | lrm: 0.30 | dt: 325ms | tok/sec: 1,613,811 | mfu: 39.0% | epoch: 1 | remaining: 45s    
step 00788 (84.9%) | loss: 2.841979 | lrm: 0.30 | dt: 324ms | tok/sec: 1,619,693 | mfu: 39.1% | epoch: 1 | remaining: 45s    
step 00789 (85.0%) | loss: 2.837875 | lrm: 0.30 | dt: 319ms | tok/sec: 1,642,577 | mfu: 39.7% | epoch: 1 | remaining: 45s    
step 00790 (85.1%) | loss: 2.840047 | lrm: 0.30 | dt: 324ms | tok/sec: 1,619,148 | mfu: 39.1% | epoch: 1 | remaining: 44s    
step 00791 (85.2%) | loss: 2.838838 | lrm: 0.30 | dt: 322ms | tok/sec: 1,629,621 | mfu: 39.4% | epoch: 1 | remaining: 44s    
step 00792 (85.3%) | loss: 2.837035 | lrm: 0.29 | dt: 319ms | tok/sec: 1,643,862 | mfu: 39.7% | epoch: 1 | remaining: 44s    
step 00793 (85.5%) | loss: 2.841022 | lrm: 0.29 | dt: 368ms | tok/sec: 1,424,609 | mfu: 34.4% | epoch: 1 | remaining: 43s    
step 00794 (85.6%) | loss: 2.840843 | lrm: 0.29 | dt: 323ms | tok/sec: 1,625,601 | mfu: 39.3% | epoch: 1 | remaining: 43s    
step 00795 (85.7%) | loss: 2.840558 | lrm: 0.29 | dt: 321ms | tok/sec: 1,632,588 | mfu: 39.4% | epoch: 1 | remaining: 43s    
step 00796 (85.8%) | loss: 2.840178 | lrm: 0.28 | dt: 334ms | tok/sec: 1,572,007 | mfu: 38.0% | epoch: 1 | remaining: 42s    
step 00797 (85.9%) | loss: 2.842834 | lrm: 0.28 | dt: 322ms | tok/sec: 1,630,541 | mfu: 39.4% | epoch: 1 | remaining: 42s    
step 00798 (86.0%) | loss: 2.843761 | lrm: 0.28 | dt: 317ms | tok/sec: 1,656,117 | mfu: 40.0% | epoch: 1 | remaining: 42s    
step 00799 (86.1%) | loss: 2.844148 | lrm: 0.28 | dt: 326ms | tok/sec: 1,607,946 | mfu: 38.9% | epoch: 1 | remaining: 41s    
step 00800 (86.2%) | loss: 2.839322 | lrm: 0.28 | dt: 333ms | tok/sec: 1,574,369 | mfu: 38.0% | epoch: 1 | remaining: 41s    
step 00801 (86.3%) | loss: 2.831328 | lrm: 0.27 | dt: 315ms | tok/sec: 1,665,364 | mfu: 40.2% | epoch: 1 | remaining: 41s    
step 00802 (86.4%) | loss: 2.828749 | lrm: 0.27 | dt: 323ms | tok/sec: 1,624,488 | mfu: 39.3% | epoch: 1 | remaining: 40s    
step 00803 (86.5%) | loss: 2.830584 | lrm: 0.27 | dt: 323ms | tok/sec: 1,624,152 | mfu: 39.2% | epoch: 1 | remaining: 40s    
step 00804 (86.7%) | loss: 2.829768 | lrm: 0.27 | dt: 316ms | tok/sec: 1,659,637 | mfu: 40.1% | epoch: 1 | remaining: 40s    
step 00805 (86.8%) | loss: 2.828763 | lrm: 0.26 | dt: 322ms | tok/sec: 1,626,542 | mfu: 39.3% | epoch: 1 | remaining: 39s    
step 00806 (86.9%) | loss: 2.827195 | lrm: 0.26 | dt: 337ms | tok/sec: 1,556,704 | mfu: 37.6% | epoch: 1 | remaining: 39s    
step 00807 (87.0%) | loss: 2.828240 | lrm: 0.26 | dt: 320ms | tok/sec: 1,636,984 | mfu: 39.6% | epoch: 1 | remaining: 39s    
step 00808 (87.1%) | loss: 2.824844 | lrm: 0.26 | dt: 322ms | tok/sec: 1,626,740 | mfu: 39.3% | epoch: 1 | remaining: 38s    
step 00809 (87.2%) | loss: 2.822983 | lrm: 0.26 | dt: 325ms | tok/sec: 1,614,584 | mfu: 39.0% | epoch: 1 | remaining: 38s    
step 00810 (87.3%) | loss: 2.828761 | lrm: 0.25 | dt: 318ms | tok/sec: 1,650,297 | mfu: 39.9% | epoch: 1 | remaining: 38s    
step 00811 (87.4%) | loss: 2.831123 | lrm: 0.25 | dt: 322ms | tok/sec: 1,630,389 | mfu: 39.4% | epoch: 1 | remaining: 37s    
step 00812 (87.5%) | loss: 2.830383 | lrm: 0.25 | dt: 365ms | tok/sec: 1,434,657 | mfu: 34.7% | epoch: 1 | remaining: 37s    
step 00813 (87.6%) | loss: 2.832219 | lrm: 0.25 | dt: 313ms | tok/sec: 1,674,192 | mfu: 40.5% | epoch: 1 | remaining: 37s    
step 00814 (87.7%) | loss: 2.831123 | lrm: 0.25 | dt: 363ms | tok/sec: 1,444,817 | mfu: 34.9% | epoch: 1 | remaining: 36s    
step 00815 (87.9%) | loss: 2.833482 | lrm: 0.24 | dt: 318ms | tok/sec: 1,651,044 | mfu: 39.9% | epoch: 1 | remaining: 36s    
step 00816 (88.0%) | loss: 2.834258 | lrm: 0.24 | dt: 317ms | tok/sec: 1,653,977 | mfu: 40.0% | epoch: 1 | remaining: 36s    
step 00817 (88.1%) | loss: 2.832378 | lrm: 0.24 | dt: 328ms | tok/sec: 1,600,845 | mfu: 38.7% | epoch: 1 | remaining: 35s    
step 00818 (88.2%) | loss: 2.827178 | lrm: 0.24 | dt: 321ms | tok/sec: 1,635,079 | mfu: 39.5% | epoch: 1 | remaining: 35s    
step 00819 (88.3%) | loss: 2.831297 | lrm: 0.23 | dt: 321ms | tok/sec: 1,634,174 | mfu: 39.5% | epoch: 1 | remaining: 35s    
step 00820 (88.4%) | loss: 2.827829 | lrm: 0.23 | dt: 326ms | tok/sec: 1,606,973 | mfu: 38.8% | epoch: 1 | remaining: 34s    
step 00821 (88.5%) | loss: 2.826190 | lrm: 0.23 | dt: 322ms | tok/sec: 1,630,067 | mfu: 39.4% | epoch: 1 | remaining: 34s    
step 00822 (88.6%) | loss: 2.824365 | lrm: 0.23 | dt: 326ms | tok/sec: 1,609,073 | mfu: 38.9% | epoch: 1 | remaining: 34s    
step 00823 (88.7%) | loss: 2.824357 | lrm: 0.23 | dt: 334ms | tok/sec: 1,569,362 | mfu: 37.9% | epoch: 1 | remaining: 33s    
step 00824 (88.8%) | loss: 2.821029 | lrm: 0.22 | dt: 323ms | tok/sec: 1,621,607 | mfu: 39.2% | epoch: 1 | remaining: 33s    
step 00825 (88.9%) | loss: 2.824754 | lrm: 0.22 | dt: 320ms | tok/sec: 1,638,280 | mfu: 39.6% | epoch: 1 | remaining: 33s    
step 00826 (89.0%) | loss: 2.827632 | lrm: 0.22 | dt: 320ms | tok/sec: 1,636,091 | mfu: 39.5% | epoch: 1 | remaining: 33s    
step 00827 (89.2%) | loss: 2.828695 | lrm: 0.22 | dt: 321ms | tok/sec: 1,632,975 | mfu: 39.5% | epoch: 1 | remaining: 32s    
step 00828 (89.3%) | loss: 2.826078 | lrm: 0.21 | dt: 321ms | tok/sec: 1,633,881 | mfu: 39.5% | epoch: 1 | remaining: 32s    
step 00829 (89.4%) | loss: 2.830457 | lrm: 0.21 | dt: 323ms | tok/sec: 1,623,383 | mfu: 39.2% | epoch: 1 | remaining: 32s    
step 00830 (89.5%) | loss: 2.829557 | lrm: 0.21 | dt: 367ms | tok/sec: 1,429,538 | mfu: 34.5% | epoch: 1 | remaining: 31s    
step 00831 (89.6%) | loss: 2.824388 | lrm: 0.21 | dt: 372ms | tok/sec: 1,409,756 | mfu: 34.1% | epoch: 1 | remaining: 31s    
step 00832 (89.7%) | loss: 2.821559 | lrm: 0.21 | dt: 313ms | tok/sec: 1,674,577 | mfu: 40.5% | epoch: 1 | remaining: 31s    
step 00833 (89.8%) | loss: 2.821596 | lrm: 0.20 | dt: 317ms | tok/sec: 1,653,756 | mfu: 40.0% | epoch: 1 | remaining: 30s    
step 00834 (89.9%) | loss: 2.821995 | lrm: 0.20 | dt: 330ms | tok/sec: 1,589,146 | mfu: 38.4% | epoch: 1 | remaining: 30s    
step 00835 (90.0%) | loss: 2.816846 | lrm: 0.20 | dt: 320ms | tok/sec: 1,640,718 | mfu: 39.6% | epoch: 1 | remaining: 30s    
step 00836 (90.2%) | loss: 2.822387 | lrm: 0.20 | dt: 316ms | tok/sec: 1,657,077 | mfu: 40.0% | epoch: 1 | remaining: 29s    
step 00837 (90.3%) | loss: 2.818014 | lrm: 0.19 | dt: 325ms | tok/sec: 1,611,059 | mfu: 38.9% | epoch: 1 | remaining: 29s    
step 00838 (90.4%) | loss: 2.815849 | lrm: 0.19 | dt: 322ms | tok/sec: 1,630,209 | mfu: 39.4% | epoch: 1 | remaining: 29s    
step 00839 (90.5%) | loss: 2.824340 | lrm: 0.19 | dt: 318ms | tok/sec: 1,648,303 | mfu: 39.8% | epoch: 1 | remaining: 28s    
step 00840 (90.6%) | loss: 2.828169 | lrm: 0.19 | dt: 323ms | tok/sec: 1,621,858 | mfu: 39.2% | epoch: 1 | remaining: 28s    
step 00841 (90.7%) | loss: 2.823327 | lrm: 0.19 | dt: 323ms | tok/sec: 1,623,036 | mfu: 39.2% | epoch: 1 | remaining: 28s    
step 00842 (90.8%) | loss: 2.826459 | lrm: 0.18 | dt: 332ms | tok/sec: 1,577,779 | mfu: 38.1% | epoch: 1 | remaining: 27s    
step 00843 (90.9%) | loss: 2.823154 | lrm: 0.18 | dt: 358ms | tok/sec: 1,463,692 | mfu: 35.4% | epoch: 1 | remaining: 27s    
step 00844 (91.0%) | loss: 2.823780 | lrm: 0.18 | dt: 315ms | tok/sec: 1,665,707 | mfu: 40.2% | epoch: 1 | remaining: 27s    
step 00845 (91.1%) | loss: 2.824296 | lrm: 0.18 | dt: 322ms | tok/sec: 1,630,281 | mfu: 39.4% | epoch: 1 | remaining: 26s    
step 00846 (91.2%) | loss: 2.821880 | lrm: 0.18 | dt: 328ms | tok/sec: 1,598,504 | mfu: 38.6% | epoch: 1 | remaining: 26s    
step 00847 (91.3%) | loss: 2.824548 | lrm: 0.17 | dt: 320ms | tok/sec: 1,638,892 | mfu: 39.6% | epoch: 1 | remaining: 26s    
step 00848 (91.5%) | loss: 2.821199 | lrm: 0.17 | dt: 342ms | tok/sec: 1,534,394 | mfu: 37.1% | epoch: 1 | remaining: 25s    
step 00849 (91.6%) | loss: 2.819400 | lrm: 0.17 | dt: 322ms | tok/sec: 1,628,812 | mfu: 39.4% | epoch: 1 | remaining: 25s    
step 00850 (91.7%) | loss: 2.823566 | lrm: 0.17 | dt: 322ms | tok/sec: 1,625,926 | mfu: 39.3% | epoch: 1 | remaining: 25s    
step 00851 (91.8%) | loss: 2.822162 | lrm: 0.16 | dt: 327ms | tok/sec: 1,604,771 | mfu: 38.8% | epoch: 1 | remaining: 24s    
step 00852 (91.9%) | loss: 2.817724 | lrm: 0.16 | dt: 320ms | tok/sec: 1,637,499 | mfu: 39.6% | epoch: 1 | remaining: 24s    
step 00853 (92.0%) | loss: 2.817893 | lrm: 0.16 | dt: 320ms | tok/sec: 1,638,041 | mfu: 39.6% | epoch: 1 | remaining: 24s    
step 00854 (92.1%) | loss: 2.812528 | lrm: 0.16 | dt: 321ms | tok/sec: 1,631,112 | mfu: 39.4% | epoch: 1 | remaining: 23s    
step 00855 (92.2%) | loss: 2.812115 | lrm: 0.16 | dt: 321ms | tok/sec: 1,633,215 | mfu: 39.5% | epoch: 1 | remaining: 23s    
step 00856 (92.3%) | loss: 2.817271 | lrm: 0.15 | dt: 320ms | tok/sec: 1,638,480 | mfu: 39.6% | epoch: 1 | remaining: 23s    
step 00857 (92.4%) | loss: 2.820542 | lrm: 0.15 | dt: 326ms | tok/sec: 1,609,758 | mfu: 38.9% | epoch: 1 | remaining: 22s    
step 00858 (92.5%) | loss: 2.819038 | lrm: 0.15 | dt: 326ms | tok/sec: 1,606,396 | mfu: 38.8% | epoch: 1 | remaining: 22s    
step 00859 (92.6%) | loss: 2.821563 | lrm: 0.15 | dt: 322ms | tok/sec: 1,629,984 | mfu: 39.4% | epoch: 1 | remaining: 22s    
step 00860 (92.7%) | loss: 2.821378 | lrm: 0.15 | dt: 322ms | tok/sec: 1,625,744 | mfu: 39.3% | epoch: 1 | remaining: 21s    
step 00861 (92.9%) | loss: 2.823225 | lrm: 0.14 | dt: 323ms | tok/sec: 1,621,970 | mfu: 39.2% | epoch: 1 | remaining: 21s    
step 00862 (93.0%) | loss: 2.822302 | lrm: 0.14 | dt: 320ms | tok/sec: 1,638,909 | mfu: 39.6% | epoch: 1 | remaining: 21s    
step 00863 (93.1%) | loss: 2.821758 | lrm: 0.14 | dt: 323ms | tok/sec: 1,624,656 | mfu: 39.3% | epoch: 1 | remaining: 20s    
step 00864 (93.2%) | loss: 2.819953 | lrm: 0.14 | dt: 320ms | tok/sec: 1,636,137 | mfu: 39.5% | epoch: 1 | remaining: 20s    
step 00865 (93.3%) | loss: 2.817652 | lrm: 0.13 | dt: 320ms | tok/sec: 1,638,312 | mfu: 39.6% | epoch: 1 | remaining: 20s    
step 00866 (93.4%) | loss: 2.816755 | lrm: 0.13 | dt: 323ms | tok/sec: 1,623,767 | mfu: 39.2% | epoch: 1 | remaining: 20s    
step 00867 (93.5%) | loss: 2.817395 | lrm: 0.13 | dt: 327ms | tok/sec: 1,604,608 | mfu: 38.8% | epoch: 1 | remaining: 19s    
step 00868 (93.6%) | loss: 2.817307 | lrm: 0.13 | dt: 323ms | tok/sec: 1,621,776 | mfu: 39.2% | epoch: 1 | remaining: 19s    
step 00869 (93.7%) | loss: 2.816560 | lrm: 0.13 | dt: 320ms | tok/sec: 1,636,039 | mfu: 39.5% | epoch: 1 | remaining: 19s    
step 00870 (93.8%) | loss: 2.811887 | lrm: 0.12 | dt: 340ms | tok/sec: 1,543,632 | mfu: 37.3% | epoch: 1 | remaining: 18s    
step 00871 (93.9%) | loss: 2.810055 | lrm: 0.12 | dt: 347ms | tok/sec: 1,511,780 | mfu: 36.5% | epoch: 1 | remaining: 18s    
step 00872 (94.1%) | loss: 2.807184 | lrm: 0.12 | dt: 316ms | tok/sec: 1,659,403 | mfu: 40.1% | epoch: 1 | remaining: 18s    
step 00873 (94.2%) | loss: 2.800542 | lrm: 0.12 | dt: 326ms | tok/sec: 1,608,937 | mfu: 38.9% | epoch: 1 | remaining: 17s    
step 00874 (94.3%) | loss: 2.800135 | lrm: 0.11 | dt: 324ms | tok/sec: 1,618,517 | mfu: 39.1% | epoch: 1 | remaining: 17s    
step 00875 (94.4%) | loss: 2.803851 | lrm: 0.11 | dt: 318ms | tok/sec: 1,650,396 | mfu: 39.9% | epoch: 1 | remaining: 17s    
step 00876 (94.5%) | loss: 2.807316 | lrm: 0.11 | dt: 325ms | tok/sec: 1,613,078 | mfu: 39.0% | epoch: 1 | remaining: 16s    
step 00877 (94.6%) | loss: 2.806714 | lrm: 0.11 | dt: 322ms | tok/sec: 1,627,524 | mfu: 39.3% | epoch: 1 | remaining: 16s    
step 00878 (94.7%) | loss: 2.808211 | lrm: 0.11 | dt: 326ms | tok/sec: 1,610,120 | mfu: 38.9% | epoch: 1 | remaining: 16s    
step 00879 (94.8%) | loss: 2.806683 | lrm: 0.10 | dt: 321ms | tok/sec: 1,634,714 | mfu: 39.5% | epoch: 1 | remaining: 15s    
step 00880 (94.9%) | loss: 2.808332 | lrm: 0.10 | dt: 319ms | tok/sec: 1,642,036 | mfu: 39.7% | epoch: 1 | remaining: 15s    
step 00881 (95.0%) | loss: 2.805574 | lrm: 0.10 | dt: 319ms | tok/sec: 1,644,912 | mfu: 39.7% | epoch: 1 | remaining: 15s    
step 00882 (95.1%) | loss: 2.808998 | lrm: 0.10 | dt: 321ms | tok/sec: 1,632,588 | mfu: 39.4% | epoch: 1 | remaining: 14s    
step 00883 (95.2%) | loss: 2.808220 | lrm: 0.10 | dt: 323ms | tok/sec: 1,624,726 | mfu: 39.3% | epoch: 1 | remaining: 14s    
step 00884 (95.3%) | loss: 2.803724 | lrm: 0.09 | dt: 321ms | tok/sec: 1,633,681 | mfu: 39.5% | epoch: 1 | remaining: 14s    
step 00885 (95.4%) | loss: 2.805125 | lrm: 0.09 | dt: 323ms | tok/sec: 1,625,487 | mfu: 39.3% | epoch: 1 | remaining: 13s    
step 00886 (95.6%) | loss: 2.805246 | lrm: 0.09 | dt: 326ms | tok/sec: 1,610,064 | mfu: 38.9% | epoch: 1 | remaining: 13s    
step 00887 (95.7%) | loss: 2.806170 | lrm: 0.09 | dt: 323ms | tok/sec: 1,623,416 | mfu: 39.2% | epoch: 1 | remaining: 13s    
step 00888 (95.8%) | loss: 2.801396 | lrm: 0.08 | dt: 323ms | tok/sec: 1,622,405 | mfu: 39.2% | epoch: 1 | remaining: 12s    
step 00889 (95.9%) | loss: 2.797801 | lrm: 0.08 | dt: 323ms | tok/sec: 1,625,539 | mfu: 39.3% | epoch: 1 | remaining: 12s    
step 00890 (96.0%) | loss: 2.795048 | lrm: 0.08 | dt: 323ms | tok/sec: 1,625,355 | mfu: 39.3% | epoch: 1 | remaining: 12s    
step 00891 (96.1%) | loss: 2.792446 | lrm: 0.08 | dt: 322ms | tok/sec: 1,627,688 | mfu: 39.3% | epoch: 1 | remaining: 11s    
step 00892 (96.2%) | loss: 2.786930 | lrm: 0.08 | dt: 345ms | tok/sec: 1,519,585 | mfu: 36.7% | epoch: 1 | remaining: 11s    
step 00893 (96.3%) | loss: 2.790025 | lrm: 0.07 | dt: 320ms | tok/sec: 1,636,797 | mfu: 39.5% | epoch: 1 | remaining: 11s    
step 00894 (96.4%) | loss: 2.788683 | lrm: 0.07 | dt: 323ms | tok/sec: 1,620,904 | mfu: 39.2% | epoch: 1 | remaining: 10s    
step 00895 (96.5%) | loss: 2.791090 | lrm: 0.07 | dt: 325ms | tok/sec: 1,613,413 | mfu: 39.0% | epoch: 1 | remaining: 10s    
step 00896 (96.6%) | loss: 2.794202 | lrm: 0.07 | dt: 320ms | tok/sec: 1,640,118 | mfu: 39.6% | epoch: 1 | remaining: 10s    
step 00897 (96.7%) | loss: 2.795155 | lrm: 0.07 | dt: 322ms | tok/sec: 1,627,965 | mfu: 39.3% | epoch: 1 | remaining: 9s    
step 00898 (96.8%) | loss: 2.793707 | lrm: 0.06 | dt: 381ms | tok/sec: 1,376,003 | mfu: 33.2% | epoch: 1 | remaining: 9s    
step 00899 (97.0%) | loss: 2.793486 | lrm: 0.06 | dt: 314ms | tok/sec: 1,670,195 | mfu: 40.4% | epoch: 1 | remaining: 9s    
step 00900 (97.1%) | loss: 2.798440 | lrm: 0.06 | dt: 316ms | tok/sec: 1,656,605 | mfu: 40.0% | epoch: 1 | remaining: 8s    
step 00901 (97.2%) | loss: 2.800889 | lrm: 0.06 | dt: 334ms | tok/sec: 1,568,050 | mfu: 37.9% | epoch: 1 | remaining: 8s    
step 00902 (97.3%) | loss: 2.797429 | lrm: 0.05 | dt: 313ms | tok/sec: 1,673,468 | mfu: 40.4% | epoch: 1 | remaining: 8s    
step 00903 (97.4%) | loss: 2.796652 | lrm: 0.05 | dt: 317ms | tok/sec: 1,654,103 | mfu: 40.0% | epoch: 1 | remaining: 7s    
step 00904 (97.5%) | loss: 2.800844 | lrm: 0.05 | dt: 331ms | tok/sec: 1,582,036 | mfu: 38.2% | epoch: 1 | remaining: 7s    
step 00905 (97.6%) | loss: 2.798543 | lrm: 0.05 | dt: 317ms | tok/sec: 1,654,409 | mfu: 40.0% | epoch: 1 | remaining: 7s    
step 00906 (97.7%) | loss: 2.795337 | lrm: 0.05 | dt: 318ms | tok/sec: 1,649,094 | mfu: 39.8% | epoch: 1 | remaining: 7s    
step 00907 (97.8%) | loss: 2.797473 | lrm: 0.04 | dt: 330ms | tok/sec: 1,586,536 | mfu: 38.3% | epoch: 1 | remaining: 6s    
step 00908 (97.9%) | loss: 2.794444 | lrm: 0.04 | dt: 316ms | tok/sec: 1,660,861 | mfu: 40.1% | epoch: 1 | remaining: 6s    
step 00909 (98.0%) | loss: 2.798673 | lrm: 0.04 | dt: 321ms | tok/sec: 1,631,293 | mfu: 39.4% | epoch: 1 | remaining: 6s    
step 00910 (98.2%) | loss: 2.796043 | lrm: 0.04 | dt: 397ms | tok/sec: 1,320,956 | mfu: 31.9% | epoch: 1 | remaining: 5s    
step 00911 (98.3%) | loss: 2.804101 | lrm: 0.03 | dt: 332ms | tok/sec: 1,580,572 | mfu: 38.2% | epoch: 1 | remaining: 5s    
step 00912 (98.4%) | loss: 2.798790 | lrm: 0.03 | dt: 312ms | tok/sec: 1,677,830 | mfu: 40.5% | epoch: 1 | remaining: 5s    
step 00913 (98.5%) | loss: 2.790356 | lrm: 0.03 | dt: 347ms | tok/sec: 1,509,379 | mfu: 36.5% | epoch: 1 | remaining: 4s    
step 00914 (98.6%) | loss: 2.786776 | lrm: 0.03 | dt: 319ms | tok/sec: 1,643,393 | mfu: 39.7% | epoch: 1 | remaining: 4s    
step 00915 (98.7%) | loss: 2.787363 | lrm: 0.03 | dt: 315ms | tok/sec: 1,667,045 | mfu: 40.3% | epoch: 1 | remaining: 4s    
step 00916 (98.8%) | loss: 2.788072 | lrm: 0.02 | dt: 325ms | tok/sec: 1,612,333 | mfu: 39.0% | epoch: 1 | remaining: 3s    
step 00917 (98.9%) | loss: 2.795593 | lrm: 0.02 | dt: 322ms | tok/sec: 1,626,160 | mfu: 39.3% | epoch: 1 | remaining: 3s    
step 00918 (99.0%) | loss: 2.798450 | lrm: 0.02 | dt: 316ms | tok/sec: 1,659,562 | mfu: 40.1% | epoch: 1 | remaining: 3s    
step 00919 (99.1%) | loss: 2.795827 | lrm: 0.02 | dt: 320ms | tok/sec: 1,638,485 | mfu: 39.6% | epoch: 1 | remaining: 2s    
step 00920 (99.3%) | loss: 2.799730 | lrm: 0.01 | dt: 323ms | tok/sec: 1,623,813 | mfu: 39.2% | epoch: 1 | remaining: 2s    
step 00921 (99.4%) | loss: 2.800228 | lrm: 0.01 | dt: 316ms | tok/sec: 1,657,607 | mfu: 40.1% | epoch: 1 | remaining: 2s    
step 00922 (99.5%) | loss: 2.798754 | lrm: 0.01 | dt: 319ms | tok/sec: 1,641,602 | mfu: 39.7% | epoch: 1 | remaining: 1s    
step 00923 (99.6%) | loss: 2.798346 | lrm: 0.01 | dt: 323ms | tok/sec: 1,622,499 | mfu: 39.2% | epoch: 1 | remaining: 1s    
step 00924 (99.7%) | loss: 2.796329 | lrm: 0.01 | dt: 319ms | tok/sec: 1,643,463 | mfu: 39.7% | epoch: 1 | remaining: 1s    
step 00925 (99.8%) | loss: 2.798931 | lrm: 0.00 | dt: 317ms | tok/sec: 1,656,036 | mfu: 40.0% | epoch: 1 | remaining: 0s    
